time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
18750,24.00,0.00,12.75,2.59,26.75,0.43
19000,23.75,0.43,9.50,0.50,26.75,0.43
19250,22.25,1.09,11.33,0.94,27.00,0.00
19500,22.33,0.47,12.00,1.00,27.00,0.00
19750,23.00,0.00,10.00,1.22,27.00,0.00
20000,23.50,0.50,5.67,1.70,27.00,0.00
20250,23.25,0.43,8.25,2.86,27.00,0.00
20500,23.75,0.43,14.50,0.87,27.00,0.00
20750,24.00,0.00,15.25,0.43,27.00,0.00
21000,24.00,0.00,14.50,0.50,27.00,0.00
21250,24.00,0.00,15.00,0.00,27.00,0.00
21500,24.00,0.00,14.75,0.43,27.00,0.00
21750,24.33,0.47,13.67,0.47,27.75,0.43
22000,24.50,0.87,16.50,1.66,27.25,0.43
22250,24.25,0.43,16.25,0.83,27.50,0.50
22500,24.75,0.43,16.50,0.50,28.00,0.00
22750,24.75,0.43,16.00,0.00,27.75,0.43
23000,24.25,0.43,15.25,0.43,28.00,0.00
23250,25.25,0.43,16.00,0.00,28.33,0.47
23500,26.00,0.82,15.00,0.00,27.67,0.47
23750,26.50,0.50,14.75,0.43,26.50,0.50
24000,25.75,0.43,12.75,0.43,26.75,0.43
24250,24.00,0.00,12.67,0.47,26.75,0.43
24500,12.75,6.76,16.75,1.64,25.50,1.12
24750,13.25,4.60,18.75,1.30,25.75,1.30
25000,16.75,2.68,19.50,0.50,25.75,0.83
25250,17.00,0.71,20.50,0.50,25.75,1.09
25500,21.25,3.27,19.00,1.22,26.25,1.30
25750,18.75,1.92,20.25,0.83,24.50,0.50
26000,17.25,3.03,20.75,0.43,24.50,0.87
26250,17.00,4.00,19.50,0.50,25.00,0.71
26500,20.00,4.12,18.75,0.83,25.50,0.87
26750,16.00,3.94,20.50,0.87,25.00,0.71
27000,21.75,1.30,19.50,0.50,26.25,0.83
27250,22.00,0.71,20.50,0.50,26.50,0.50
27500,21.75,0.83,19.50,0.50,26.50,0.50
27750,23.75,0.43,18.00,0.00,26.50,0.50
28000,24.50,0.50,18.00,0.00,26.67,0.47
28250,25.50,1.12,18.00,0.00,26.00,1.00
28500,26.75,0.43,18.00,0.00,26.00,1.00
28750,26.00,0.71,18.00,0.00,26.50,0.50
29000,25.33,0.47,17.50,0.50,26.33,0.47
29250,25.25,0.43,17.00,0.00,26.50,0.50
29500,26.25,0.43,17.75,0.43,26.50,0.50
29750,26.50,0.50,18.00,0.00,26.50,0.50
30000,26.00,0.71,18.00,0.00,26.50,0.50
30250,25.33,0.47,18.00,0.00,26.50,0.50
30500,24.75,0.43,18.00,0.00,26.50,0.50
30750,24.75,0.83,18.00,0.00,26.50,0.50
31000,25.25,0.43,18.00,0.00,26.50,0.50
31250,26.00,0.71,18.00,0.00,26.67,0.47
31500,25.00,0.71,18.00,0.00,26.25,0.83
31750,24.50,0.50,17.75,0.43,26.50,0.50
32000,24.33,0.47,18.50,0.50,26.33,0.47
32250,24.20,0.40,18.00,0.00,26.60,0.49
32500,24.33,0.47,18.00,0.00,26.33,0.47
32750,24.00,0.00,18.00,0.00,27.00,0.00
33000,24.33,0.47,18.00,0.00,26.75,0.43
33250,24.00,0.00,18.00,0.00,25.75,0.83
33500,24.25,0.43,18.00,0.00,25.75,0.83
33750,24.00,0.00,18.75,0.83,26.50,0.50
34000,24.00,0.00,18.50,0.50,26.50,0.50
34250,24.00,0.00,18.75,0.43,26.75,0.43
34500,24.00,0.00,19.25,0.43,26.50,0.87
34750,24.00,0.00,18.00,0.71,24.00,1.41
35000,24.00,0.00,18.75,1.09,23.75,0.43
35250,23.75,0.43,20.00,0.00,22.75,0.43
35500,24.00,0.00,19.50,0.50,22.00,0.71
35750,23.75,0.43,18.67,0.47,20.67,0.47
36000,20.75,1.92,15.50,0.50,19.75,1.79
36250,21.25,0.43,10.00,2.55,15.20,2.64
36500,21.50,0.87,15.75,0.83,23.00,1.73
36750,21.50,0.87,18.00,0.71,24.25,0.43
37000,22.00,1.00,18.67,0.47,24.00,0.00
37250,24.00,0.00,19.50,0.50,24.25,0.43
37500,25.33,0.94,20.00,0.00,25.33,0.47
37750,26.50,0.50,21.00,0.00,26.00,1.00
38000,26.75,0.43,20.50,0.50,26.50,0.50
38250,26.67,0.47,21.00,0.00,26.50,0.50
38500,26.25,0.43,20.00,0.71,27.00,0.00
38750,26.75,0.43,18.50,0.50,27.00,0.00
39000,27.00,0.00,18.75,0.43,27.00,0.00
39250,26.50,0.50,19.00,0.00,27.00,0.00
39500,26.50,0.50,19.75,0.43,27.00,0.00
39750,27.00,0.00,20.67,0.47,27.00,0.00
40000,27.00,0.00,21.00,0.00,27.75,0.43
40250,27.00,0.00,20.25,0.43,27.67,0.47
40500,26.67,0.47,20.00,0.00,27.00,0.00
40750,25.75,0.43,19.00,0.71,27.00,0.00
41000,27.00,0.00,18.00,0.00,27.00,0.00
41250,27.00,0.00,18.00,0.00,27.00,0.00
41500,27.00,0.00,18.50,0.50,27.00,0.00
41750,27.67,0.47,18.00,0.00,27.00,0.00
42000,28.25,0.43,18.25,0.43,27.00,0.00
42250,28.75,0.43,18.75,0.43,27.00,0.00
42500,28.75,0.43,18.00,0.00,27.00,0.00
42750,29.00,0.00,18.00,0.00,27.25,0.43
43000,29.00,0.00,18.75,0.43,27.25,0.43
43250,29.00,0.00,18.75,0.43,27.00,0.00
43500,29.00,0.00,18.00,0.00,27.00,0.00
43750,29.00,0.00,18.50,0.50,27.00,0.00
44000,30.00,0.00,17.25,0.43,28.00,0.00
44250,30.00,0.00,17.00,0.00,28.00,0.00
44500,30.00,0.00,16.00,0.71,28.50,0.50
44750,30.00,0.00,16.50,0.50,28.75,0.43
45000,29.00,0.00,16.25,0.43,28.75,0.43
45250,29.00,0.00,15.25,0.43,29.50,0.50
45500,28.00,0.71,15.00,0.00,29.50,0.50
45750,27.00,0.00,15.00,0.00,29.00,0.00
46000,27.75,0.43,15.00,0.00,29.00,0.00
46250,28.33,0.47,15.50,0.87,28.67,0.47
46500,30.25,0.43,17.50,2.18,28.00,0.71
46750,31.25,0.83,24.00,0.71,24.75,1.48
47000,30.00,0.00,25.33,0.47,21.00,0.00
47250,30.75,0.43,24.25,0.43,23.50,1.50
47500,30.50,0.87,23.25,1.30,24.75,0.83
47750,30.75,0.83,20.00,1.58,28.25,0.83
48000,29.00,1.63,16.33,1.25,29.00,0.71
48250,29.75,1.09,15.75,1.48,28.75,0.43
48500,32.00,0.71,18.50,0.50,28.00,0.00
48750,31.50,0.50,18.25,1.09,28.50,0.50
49000,29.75,2.28,19.00,0.82,28.67,0.47
49250,44.50,6.87,24.50,0.50,23.75,0.43
49500,51.00,0.00,24.50,0.50,21.00,0.00
49750,51.00,0.00,24.00,0.00,18.67,0.94
50000,48.50,2.60,24.50,0.50,23.00,1.73
50250,35.33,5.19,21.33,0.47,24.50,0.87
50500,26.25,2.68,14.00,6.00,29.25,0.83
50750,28.00,1.00,2.75,1.79,28.50,0.50
51000,27.25,1.64,5.75,3.42,28.25,0.43
51250,29.33,0.94,7.50,1.50,28.50,0.50
51500,30.00,0.00,12.00,1.63,29.00,0.00
51750,30.25,0.43,13.75,1.30,28.75,0.43
52000,30.00,0.82,13.00,1.00,29.00,0.00
52250,27.75,0.83,16.75,1.09,28.50,0.50
52500,27.25,0.43,16.50,0.50,29.00,0.00
52750,27.33,0.47,16.50,0.50,29.25,0.43
53000,27.00,0.00,15.00,0.00,29.75,0.43
53250,27.00,0.00,15.00,0.00,30.00,0.00
53500,27.00,0.00,14.50,0.87,29.75,0.43
53750,26.25,0.43,16.00,0.82,29.67,0.47
54000,26.75,0.43,14.25,0.83,30.00,0.00
54250,27.00,0.00,15.00,0.71,28.75,0.43
54500,27.67,0.47,16.00,1.00,29.00,0.00
54750,28.00,0.00,17.67,0.47,30.00,0.00
55000,27.75,0.43,18.00,0.00,29.50,0.87
55250,27.00,0.00,17.50,0.87,28.00,0.00
55500,24.75,0.83,18.25,0.43,28.00,0.00
55750,24.75,0.43,18.25,0.43,28.25,0.43
56000,25.00,0.00,18.25,0.43,27.75,0.43
56250,24.25,0.43,19.50,0.87,28.50,0.50
56500,24.75,0.43,18.00,0.00,27.75,0.43
56750,24.75,0.43,18.50,0.50,28.00,0.00
57000,25.25,0.43,18.75,0.43,27.75,0.43
57250,25.75,0.43,18.25,0.43,27.50,0.50
57500,25.50,0.50,18.50,0.50,27.00,0.00
57750,25.25,0.43,19.50,0.50,27.00,0.00
58000,25.25,0.43,19.00,0.00,27.00,0.00
58250,25.25,0.43,18.25,0.43,27.00,0.00
58500,25.00,0.00,18.00,0.00,27.00,0.00
58750,24.75,0.43,18.00,0.00,27.00,0.00
59000,24.67,0.47,18.00,0.00,27.00,0.00
59250,25.00,0.00,18.67,0.47,27.00,0.00
59500,24.75,0.43,19.00,0.00,27.00,0.00
59750,24.25,0.43,19.75,0.43,26.75,0.43
60000,24.25,0.43,19.25,0.43,26.50,0.50
60250,24.00,0.00,18.50,0.50,26.25,0.83
60500,24.25,0.43,18.75,0.83,26.25,0.83
60750,24.00,0.00,19.50,1.12,26.75,0.43
61000,23.00,1.22,18.00,2.16,23.00,3.74
61250,18.50,2.60,18.75,2.49,25.00,2.45
61500,25.50,1.80,12.00,1.63,24.33,0.47
61750,26.25,1.92,21.00,0.00,26.75,1.64
62000,24.25,0.43,16.25,4.44,26.25,1.92
62250,24.25,0.43,20.25,4.82,23.50,2.87
62500,26.00,0.82,17.25,3.77,25.00,2.83
62750,27.33,0.47,16.00,1.58,20.67,2.87
63000,24.50,1.50,14.75,0.83,20.75,2.17
63250,21.67,0.47,20.67,2.05,19.00,4.74
63500,23.50,0.50,14.33,5.19,20.75,2.28
63750,25.50,1.50,21.00,1.58,20.75,2.38
64000,24.25,0.43,20.50,2.06,18.50,1.80
64250,24.75,0.43,20.50,2.60,21.75,2.49
64500,24.50,0.50,20.25,1.30,22.00,1.22
64750,24.00,0.00,17.67,2.36,21.00,0.00
65000,25.50,0.50,16.80,0.75,23.60,0.49
65250,25.00,0.00,19.00,1.00,21.25,0.43
65500,24.25,0.43,18.75,0.43,21.25,0.43
65750,23.75,0.43,17.25,1.92,21.25,0.43
66000,23.50,0.87,18.75,0.83,21.50,0.50
66250,22.00,0.71,18.00,0.00,21.00,0.00
66500,23.50,0.50,17.67,0.47,20.67,0.47
66750,24.25,0.43,18.00,2.45,21.33,1.70
67000,24.00,0.00,16.25,1.30,21.00,1.63
67250,24.50,0.50,17.50,2.60,20.00,1.22
67500,24.67,0.47,21.00,0.00,19.25,0.83
67750,23.75,0.43,21.00,0.00,18.50,0.50
68000,22.50,0.50,21.00,0.00,18.25,0.43
68250,22.50,0.50,21.50,0.50,18.50,0.50
68500,21.50,0.87,21.50,0.50,19.50,1.12
68750,21.50,0.50,22.50,1.12,19.50,2.06
69000,20.75,0.43,19.00,1.00,23.25,0.83
69250,18.75,2.77,20.50,0.87,20.75,1.48
69500,17.50,1.50,21.25,1.48,19.00,1.22
69750,19.25,0.43,23.00,0.00,21.00,0.00
70000,20.25,0.43,22.67,0.47,21.33,0.47
70250,20.50,0.50,23.50,0.50,20.75,1.09
70500,21.00,0.00,23.75,0.43,23.00,1.58
70750,20.50,0.50,21.75,0.43,24.25,0.43
71000,20.67,0.47,22.25,0.83,24.00,0.00
71250,20.50,0.50,24.00,0.00,24.25,0.43
71500,18.67,0.94,23.67,0.47,21.00,2.55
71750,20.00,1.00,21.50,2.29,19.75,2.17
72000,20.25,1.30,22.50,1.50,19.50,2.69
72250,18.25,0.83,22.00,0.71,14.75,0.83
72500,19.25,1.30,21.50,0.87,19.00,2.45
72750,21.00,0.00,21.00,0.00,20.50,0.50
73000,21.00,0.00,20.75,0.43,20.50,0.50
73250,21.25,0.43,21.00,0.00,19.00,0.71
73500,21.50,0.50,21.50,0.87,18.50,0.50
73750,21.75,0.83,22.00,0.00,18.67,0.94
74000,21.67,0.47,22.25,0.43,19.33,0.94
74250,21.50,0.50,22.25,0.43,19.75,1.30
74500,22.75,0.43,22.25,0.43,20.50,0.50
74750,22.50,0.50,22.00,0.71,19.25,0.83
75000,22.75,0.43,22.00,0.00,18.75,0.83
75250,22.33,0.47,22.00,0.82,19.25,1.30
75500,22.25,0.43,21.00,0.00,19.50,2.06
75750,22.50,0.50,21.00,0.00,20.50,0.50
76000,22.50,0.50,20.75,0.43,20.50,0.50
76250,22.75,0.43,20.50,0.50,20.75,0.43
76500,23.00,0.71,19.75,0.43,20.50,0.50
76750,23.50,0.50,19.25,0.43,20.50,0.87
77000,23.00,0.71,21.00,0.00,18.00,1.87
77250,23.50,0.50,21.50,0.50,20.00,1.00
77500,23.50,0.50,21.50,1.12,18.75,1.30
77750,23.50,0.50,22.67,0.47,20.33,0.47
78000,23.50,0.50,22.00,0.71,19.75,0.43
78250,23.50,0.50,21.25,0.43,17.75,0.43
78500,23.50,0.50,21.50,0.50,19.00,0.71
78750,23.50,0.50,21.25,0.43,21.00,0.00
79000,23.50,0.50,21.00,0.00,21.00,0.00
79250,23.50,0.50,21.00,0.00,20.75,0.43
79500,23.75,0.43,21.00,0.00,19.75,1.09
79750,23.67,0.47,21.00,0.00,15.33,0.47
80000,22.00,0.63,21.50,0.50,15.20,0.75
80250,21.33,0.47,22.50,0.87,17.67,0.47
80500,21.50,0.50,22.00,1.00,19.50,1.12
80750,22.00,0.71,20.00,1.00,21.25,0.43
81000,22.33,0.47,18.00,0.00,21.75,0.83
81250,22.67,0.47,21.00,0.82,21.75,0.83
81500,22.75,0.43,22.00,0.71,21.00,0.00
81750,22.75,0.43,22.25,0.43,19.75,0.43
82000,23.75,0.43,21.00,0.00,19.75,0.83
82250,24.00,0.00,21.25,0.43,20.00,0.71
82500,24.00,0.00,21.00,0.00,19.67,0.47
82750,24.00,0.00,21.75,0.43,19.00,1.00
83000,24.00,0.00,22.00,0.00,19.00,0.82
83250,23.33,0.47,21.67,0.47,16.75,1.09
83500,23.50,0.50,18.25,1.79,19.00,2.35
83750,23.67,0.47,11.00,3.00,20.50,4.97
84000,24.00,0.00,5.75,2.38,24.00,0.00
84250,23.75,0.43,9.25,0.83,23.00,0.71
84500,23.25,0.43,9.25,0.43,23.00,0.71
84750,23.00,0.71,7.75,1.79,22.50,1.12
85000,23.25,0.83,6.25,0.43,23.50,0.50
85250,23.50,0.50,3.00,2.00,23.50,0.50
85500,23.50,0.50,0.00,0.00,23.67,0.47
85750,23.33,0.47,0.00,0.00,23.67,0.47
86000,23.00,0.71,4.00,2.00,23.75,0.43
86250,23.25,0.43,2.33,1.25,23.50,0.50
86500,23.50,0.50,3.00,0.82,23.50,0.50
86750,23.67,0.47,9.00,0.00,23.75,0.43
87000,24.33,0.47,5.50,3.50,23.75,0.43
87250,24.50,0.50,7.75,3.96,22.50,0.50
87500,24.25,0.43,4.00,2.00,22.00,1.00
87750,24.00,0.00,11.25,0.83,22.75,0.43
88000,24.00,0.00,9.50,0.87,22.50,1.12
88250,23.75,0.43,9.50,0.87,22.50,0.50
88500,23.75,0.43,8.50,0.50,23.00,1.00
88750,23.75,0.43,7.75,3.34,22.75,1.09
89000,24.00,0.00,17.67,4.03,18.67,0.94
89250,24.00,0.00,20.25,0.83,18.50,0.50
89500,23.67,0.47,18.75,1.30,21.67,0.47
89750,23.50,0.50,20.00,1.00,20.50,0.87
90000,24.00,0.00,19.25,0.83,20.50,1.50
90250,24.00,0.00,18.67,0.94,21.00,0.00
90500,23.75,0.43,20.00,0.71,20.25,0.43
90750,24.00,0.00,20.67,0.47,19.75,0.83
91000,24.00,0.00,21.00,0.71,19.75,0.43
91250,24.00,0.00,21.50,0.50,20.00,1.22
91500,24.00,0.00,21.75,0.43,19.25,1.64
91750,24.00,0.00,23.75,0.43,21.50,1.12
92000,24.00,0.00,23.25,0.43,20.25,0.83
92250,24.25,0.43,24.00,0.00,20.00,0.71
92500,24.75,0.43,24.00,0.00,20.75,0.43
92750,24.50,0.50,24.00,0.00,20.75,0.43
93000,24.00,0.00,24.00,0.00,20.50,0.50
93250,24.00,0.00,24.00,0.00,20.25,0.43
93500,24.00,0.00,24.00,0.00,20.67,0.47
93750,24.25,0.43,24.00,0.00,21.00,0.00
94000,24.00,0.00,23.50,0.50,20.67,0.47
94250,24.00,0.00,22.75,0.43,20.00,0.82
94500,24.00,0.00,22.00,0.00,19.50,0.87
94750,24.00,0.00,21.75,0.43,18.00,0.00
95000,24.25,0.43,21.50,0.50,15.25,0.83
95250,24.50,0.50,22.00,0.00,15.75,0.83
95500,25.25,0.43,22.50,0.50,16.50,1.12
95750,26.50,0.50,22.25,0.43,17.75,0.43
96000,24.50,0.87,22.25,0.43,19.75,1.09
96250,24.00,0.00,22.25,1.30,20.25,1.30
96500,24.75,0.43,20.50,0.87,20.00,1.00
96750,25.75,0.43,22.33,0.94,18.33,0.47
97000,26.00,0.00,21.25,0.43,18.00,0.00
97250,26.00,0.00,22.00,0.00,18.33,0.47
97500,25.00,0.71,21.50,0.50,18.25,0.43
97750,24.67,0.47,21.67,0.47,19.25,1.30
98000,26.50,0.87,18.00,0.71,20.50,0.87
98250,26.50,0.50,18.00,2.28,21.00,0.82
98500,26.50,0.50,19.25,0.83,18.25,1.09
98750,25.67,0.94,21.67,0.47,20.75,1.09
99000,27.00,0.00,21.25,0.43,20.00,1.00
99250,27.00,0.00,21.00,1.87,18.25,3.27
99500,26.75,0.43,19.00,3.74,14.33,1.70
99750,27.00,0.00,16.60,1.96,11.40,2.24
100000,26.25,0.43,18.00,0.00,15.75,1.79
100250,26.75,0.43,13.50,2.69,18.50,0.87
100500,27.00,0.00,15.33,2.49,17.33,0.94
100750,26.67,0.47,14.25,6.76,10.67,1.89
101000,27.00,0.00,17.25,4.32,12.50,4.56
101250,26.67,0.47,16.25,1.30,14.67,3.68
101500,26.75,0.43,18.25,1.48,16.25,4.26
101750,26.00,0.71,16.50,1.50,19.75,1.30
102000,26.25,0.43,19.25,0.43,16.50,1.12
102250,26.67,0.47,18.33,0.47,18.50,0.50
102500,27.00,0.00,18.00,0.00,17.75,1.09
102750,26.00,0.00,15.00,0.71,19.50,1.12
103000,26.00,0.00,14.00,0.71,20.75,0.43
103250,26.50,0.87,11.25,1.09,21.00,0.00
103500,26.00,0.00,12.75,2.59,21.75,1.30
103750,26.75,0.43,16.75,1.79,19.50,1.66
104000,26.50,0.50,22.50,1.50,19.50,1.12
104250,25.75,0.83,22.75,1.30,20.75,0.83
104500,26.00,0.71,21.50,1.50,20.25,1.30
104750,26.50,0.50,21.00,0.00,20.33,0.47
105000,26.25,0.43,20.67,0.47,19.67,0.47
105250,25.75,0.43,20.33,0.94,18.33,0.47
105500,26.75,0.43,19.50,2.69,21.00,0.00
105750,27.00,0.00,21.50,1.66,22.75,1.09
106000,27.00,0.00,21.00,0.00,23.75,0.43
106250,27.00,0.00,22.00,0.71,23.00,1.00
106500,27.00,0.00,22.67,0.47,22.00,0.82
106750,27.00,0.00,23.50,0.50,21.75,0.83
107000,26.25,0.83,23.50,0.50,22.75,0.83
107250,25.25,0.43,24.00,0.00,23.25,0.83
107500,25.33,0.94,23.50,0.50,23.67,0.47
107750,25.75,0.43,24.00,0.00,23.75,0.43
108000,25.75,0.43,23.50,0.50,23.25,0.83
108250,25.25,0.43,23.33,0.47,21.33,0.47
108500,25.00,0.00,23.50,0.50,23.75,0.43
108750,25.25,0.43,23.75,0.43,22.75,1.09
109000,26.75,0.43,22.67,0.47,22.33,1.25
109250,26.67,0.47,23.75,0.43,21.00,0.00
109500,26.33,0.47,22.75,0.43,22.00,0.82
109750,26.67,0.47,22.67,0.47,23.00,0.71
110000,26.75,0.43,22.50,0.50,21.25,0.43
110250,26.50,0.50,23.00,0.00,21.25,0.43
110500,26.00,0.00,23.50,0.50,19.75,1.09
110750,26.00,0.00,23.00,0.00,20.75,0.43
111000,25.67,0.47,24.00,0.00,21.33,0.47
111250,26.00,0.00,24.00,0.00,21.25,0.43
111500,25.50,0.50,24.00,0.00,21.25,0.43
111750,25.00,0.71,24.00,0.00,21.75,0.83
112000,25.00,0.71,23.50,0.50,22.00,0.71
112250,26.50,0.87,21.33,0.47,21.33,0.47
112500,27.00,0.00,21.00,0.00,21.00,0.71
112750,27.00,0.00,21.50,0.87,20.50,1.12
113000,27.00,0.00,23.33,0.47,20.33,0.47
113250,27.00,0.00,23.25,0.43,20.50,0.50
113500,26.75,0.43,24.00,0.00,19.50,0.50
113750,26.33,0.47,22.75,0.43,20.33,0.94
114000,26.60,0.49,22.25,0.43,19.60,0.80
114250,27.00,0.00,21.50,0.50,19.75,0.83
114500,27.00,0.00,21.25,0.43,20.67,0.47
114750,27.00,0.00,21.25,0.43,20.25,0.83
115000,27.00,0.00,22.75,0.83,19.25,0.43
115250,27.00,0.00,24.00,0.00,18.25,0.43
115500,26.67,0.47,23.00,0.00,18.00,0.00
115750,27.00,0.00,22.75,0.43,19.00,1.00
116000,27.00,0.00,21.50,0.50,20.25,0.83
116250,27.00,0.00,21.25,0.43,21.00,0.71
116500,27.00,0.00,21.33,0.47,21.00,0.00
116750,27.00,0.00,21.00,0.00,21.75,0.83
117000,27.00,0.00,21.00,0.00,22.50,0.50
117250,27.00,0.00,21.00,0.00,21.25,0.43
117500,27.00,0.00,21.00,0.00,21.50,0.50
117750,27.00,0.00,21.00,0.00,21.33,0.47
118000,27.00,0.00,21.00,0.00,21.40,0.49
118250,27.00,0.00,21.67,0.47,21.33,0.47
118500,27.00,0.00,22.50,0.50,21.25,0.43
118750,27.50,0.50,22.75,1.30,21.00,0.00
119000,27.00,0.00,21.00,0.00,20.75,1.09
119250,27.00,0.00,21.00,0.00,20.50,0.50
119500,27.25,0.43,23.50,0.87,20.75,0.43
119750,27.00,0.00,24.00,0.00,19.25,0.83
0,27.00,0.00,24.00,0.00,19.00,1.00
250,27.00,0.00,24.00,0.00,19.75,0.83
500,27.00,0.00,23.50,0.50,20.00,1.22
750,27.00,0.00,24.00,0.00,14.75,1.48
1000,27.00,0.00,23.75,0.43,14.50,1.50
1250,27.00,0.00,23.33,0.47,17.33,2.05
1500,27.00,0.00,22.00,0.00,18.75,0.83
1750,27.00,0.00,21.25,0.43,17.75,1.79
2000,27.00,0.00,21.00,0.00,19.33,0.94
2250,27.00,0.00,18.50,0.50,19.25,0.83
2500,27.00,0.00,15.25,3.90,19.33,1.25
2750,27.00,0.00,12.75,1.30,18.50,0.87
3000,27.00,0.00,19.00,2.12,17.67,4.03
3250,27.00,0.00,21.00,0.00,12.50,1.66
3500,27.00,0.00,18.33,0.47,13.25,1.30
3750,27.00,0.00,18.20,0.40,14.00,0.71
4000,27.00,0.00,20.00,1.41,13.50,1.50
4250,26.50,0.50,21.75,0.43,15.25,1.48
4500,27.00,0.00,22.00,0.71,15.75,0.83
4750,27.00,0.00,22.50,0.50,15.75,0.83
5000,27.00,0.00,22.50,0.87,15.25,0.43
5250,27.00,0.00,22.75,0.43,15.00,0.71
5500,27.00,0.00,21.00,0.00,16.33,1.25
5750,27.25,0.43,18.00,2.16,17.00,0.82
6000,27.25,0.43,16.25,1.30,16.25,1.09
6250,27.33,0.47,10.67,2.36,17.67,0.47
6500,27.25,0.43,7.50,3.91,16.75,0.83
6750,27.00,0.00,13.67,2.05,18.25,0.43
7000,27.00,0.00,17.25,5.76,15.50,2.87
7250,27.00,0.00,18.25,4.26,14.00,2.35
7500,27.00,0.00,18.67,0.94,14.25,1.79
7750,27.00,0.00,16.25,3.03,15.75,1.30
8000,27.00,0.00,14.75,1.79,13.00,1.22
8250,27.00,0.00,9.25,3.27,14.00,1.58
8500,27.25,0.43,12.67,0.94,17.33,1.25
